Partido_ID,Local,Visitante,Carreras_Local,Carreras_Visitante,Local_Bateo_Prom,Visita_Bateo_Prom,Local_Pitcher_ERA,Local_Pitcher_K,Visita_Pitcher_ERA,Visita_Pitcher_K,Target_Ganador
824685,Chicago Cubs,Arizona Diamondbacks,2,0,5.14,4.43,4.71,5.3,2.98,6.0,1
824686,Chicago Cubs,Arizona Diamondbacks,6,5,5.43,5.29,5.88,4.7,3.41,2.7,1
824687,Chicago Cubs,Arizona Diamondbacks,8,4,4.57,4.29,5.37,6.3,9.51,3.0,1
824688,Chicago Cubs,Philadelphia Phillies,7,2,7.29,2.0,1.73,10.0,8.36,4.7,1
824689,Chicago Cubs,Philadelphia Phillies,8,7,6.86,1.71,2.12,7.3,3.33,4.0,1
824690,Chicago Cubs,Philadelphia Phillies,7,4,7.29,3.29,8.13,7.7,1.06,8.0,1
824691,Chicago Cubs,New York Mets,2,1,7.71,2.14,8.94,6.0,8.71,3.0,1
824692,Chicago Cubs,Philadelphia Phillies,5,1,7.57,3.57,3.68,5.7,3.19,3.7,1
824693,Chicago Cubs,New York Mets,12,4,6.29,1.43,2.65,4.0,2.65,2.7,1
824694,Chicago Cubs,New York Mets,4,2,7.14,1.86,2.94,6.0,6.75,7.0,1
824695,Chicago Cubs,Pittsburgh Pirates,0,2,4.57,4.71,4.29,5.0,1.8,4.0,0
824696,Chicago Cubs,Pittsburgh Pirates,7,6,4.0,3.71,6.59,4.0,4.5,4.0,1
824697,Chicago Cubs,Pittsburgh Pirates,3,4,3.71,3.86,1.5,8.0,0.0,4.0,0
824758,Boston Red Sox,Atlanta Braves,6,7,4.0,4.57,0.68,4.7,2.09,7.0,0
824759,Boston Red Sox,Minnesota Twins,5,6,3.71,4.14,3.79,3.7,1.06,5.7,0
824760,Boston Red Sox,Minnesota Twins,2,4,3.71,3.86,4.48,4.3,4.71,6.0,0
824761,Boston Red Sox,Minnesota Twins,6,8,3.0,4.0,2.25,6.0,1.35,5.0,0
824762,Boston Red Sox,Philadelphia Phillies,1,3,3.57,4.57,3.91,8.0,2.22,5.7,0
824763,Boston Red Sox,Philadelphia Phillies,3,1,3.86,5.71,10.75,3.3,2.98,1.7,1
824764,Boston Red Sox,Philadelphia Phillies,1,2,3.86,5.57,8.8,3.7,3.16,6.0,0
824765,Boston Red Sox,Tampa Bay Rays,1,4,4.14,3.86,0.9,4.7,2.09,7.7,0
824767,Boston Red Sox,Tampa Bay Rays,4,8,3.86,3.29,1.8,3.0,3.0,4.0,0
824768,Boston Red Sox,Tampa Bay Rays,2,0,4.29,4.29,5.88,3.7,8.44,2.0,1
824769,Boston Red Sox,Houston Astros,1,3,4.86,4.86,1.78,6.0,1.78,6.0,0
824770,Boston Red Sox,New York Yankees,2,4,3.14,5.86,3.38,7.0,3.38,7.0,0
824771,Boston Red Sox,Houston Astros,3,6,4.86,4.57,3.12,4.3,2.0,7.0,0
824772,Boston Red Sox,Houston Astros,3,1,4.71,4.71,7.11,6.0,7.11,6.0,1
824773,Boston Red Sox,New York Yankees,0,4,3.86,6.43,2.55,4.7,7.0,3.5,0
824774,Boston Red Sox,New York Yankees,1,4,3.0,5.43,5.13,4.3,2.0,4.0,0
824775,Boston Red Sox,Detroit Tigers,1,4,4.86,4.29,4.84,3.5,3.1,5.7,0
824776,Boston Red Sox,Detroit Tigers,8,6,4.0,4.57,1.61,6.5,1.61,6.5,1
824777,Boston Red Sox,Detroit Tigers,2,6,4.71,4.57,4.5,2.7,3.0,4.0,0
824778,Boston Red Sox,Detroit Tigers,1,0,5.43,4.43,5.81,4.5,3.6,4.0,1
824779,Boston Red Sox,Milwaukee Brewers,5,0,4.33,5.5,3.0,3.0,3.0,3.0,1
824780,Boston Red Sox,Milwaukee Brewers,3,2,4.6,6.2,7.2,7.0,3.0,7.0,1
824837,Baltimore Orioles,Tampa Bay Rays,6,1,4.57,6.0,4.71,5.0,4.71,5.0,1
824838,Baltimore Orioles,Tampa Bay Rays,9,7,4.29,5.71,2.49,7.7,2.37,5.7,1
824839,Baltimore Orioles,Detroit Tigers,5,3,4.14,2.0,4.41,4.3,8.24,4.3,1
824840,Baltimore Orioles,Detroit Tigers,1,4,4.57,2.29,1.29,2.0,13.28,3.7,0
824841,Baltimore Orioles,New York Yankees,7,0,3.14,3.43,6.19,5.7,4.21,5.3,1
824842,Baltimore Orioles,Detroit Tigers,7,4,4.14,1.86,5.4,4.3,5.7,5.3,1
824843,Baltimore Orioles,New York Yankees,2,6,4.14,3.57,6.51,5.7,5.03,7.3,0
824844,Baltimore Orioles,New York Yankees,3,2,3.86,5.0,5.92,4.0,1.57,5.7,1
824845,Baltimore Orioles,Athletics,2,1,4.0,5.57,5.88,4.3,1.48,5.3,1
824846,Baltimore Orioles,Athletics,3,4,4.14,5.71,5.92,3.7,5.74,4.7,0
824847,Baltimore Orioles,Athletics,2,6,4.29,5.43,2.24,3.7,5.45,4.7,0
824848,Baltimore Orioles,Houston Astros,10,3,5.57,4.71,3.78,2.3,3.27,8.0,1
824849,Baltimore Orioles,Houston Astros,5,3,5.43,5.0,3.87,3.0,5.79,4.7,1
824850,Baltimore Orioles,Houston Astros,5,11,6.0,3.86,2.65,3.5,9.57,3.7,0
824851,Baltimore Orioles,Boston Red Sox,1,17,6.0,2.43,3.0,2.0,6.15,7.3,0
824852,Baltimore Orioles,Boston Red Sox,3,5,5.29,4.71,2.96,4.7,2.8,6.0,0
824853,Baltimore Orioles,Arizona Diamondbacks,3,4,5.0,5.14,3.0,4.5,3.0,4.5,0
824854,Baltimore Orioles,Boston Red Sox,10,3,4.86,2.14,0.0,2.0,6.09,3.7,1
824855,Baltimore Orioles,Arizona Diamondbacks,5,8,5.14,5.29,0.69,3.0,6.0,6.5,0
824856,Baltimore Orioles,Arizona Diamondbacks,9,7,4.0,5.0,2.87,4.0,2.87,4.0,1
824857,Baltimore Orioles,San Francisco Giants,6,2,3.14,3.71,1.29,3.0,1.29,3.0,1
824858,Baltimore Orioles,San Francisco Giants,3,6,3.86,3.86,10.71,7.0,1.73,5.0,0
824859,Baltimore Orioles,San Francisco Giants,6,2,3.43,3.57,4.05,3.5,3.46,2.0,1
824920,Atlanta Braves,Washington Nationals,0,2,5.86,6.43,2.0,2.3,8.25,4.0,0
824921,Atlanta Braves,Washington Nationals,1,2,5.57,4.86,8.39,7.0,3.55,6.7,0
824922,Atlanta Braves,Washington Nationals,5,4,5.57,6.29,2.34,6.7,4.7,3.0,1
824923,Atlanta Braves,Boston Red Sox,8,1,4.0,1.86,3.31,4.7,6.0,3.0,1
824924,Atlanta Braves,Boston Red Sox,2,3,3.86,2.0,1.57,7.3,2.22,5.3,0
824925,Atlanta Braves,Boston Red Sox,3,2,3.57,2.29,3.66,5.0,2.97,7.0,1
824926,Atlanta Braves,Chicago Cubs,0,2,4.0,3.57,0.0,3.0,1.35,9.0,0
824927,Atlanta Braves,Chicago Cubs,5,2,4.86,4.29,6.09,5.0,5.92,4.0,1
824928,Atlanta Braves,Chicago Cubs,4,1,4.0,3.86,3.68,4.3,2.49,7.0,1
824929,Atlanta Braves,Detroit Tigers,2,5,5.71,4.71,2.93,5.0,2.11,4.0,0
824930,Atlanta Braves,Detroit Tigers,4,3,5.71,4.86,2.57,7.0,2.97,7.3,1
824931,Atlanta Braves,Detroit Tigers,5,2,6.29,5.43,1.93,3.3,1.93,3.3,1
824932,Atlanta Braves,Philadelphia Phillies,5,3,6.29,2.43,5.54,4.0,4.38,4.3,1
824933,Atlanta Braves,Philadelphia Phillies,5,8,5.71,2.86,2.88,5.3,2.88,5.3,0
824934,Atlanta Braves,Philadelphia Phillies,6,2,6.0,3.86,6.56,4.3,4.24,6.7,1
824935,Atlanta Braves,Miami Marlins,6,5,6.43,4.43,2.93,5.0,0.98,5.0,1
824936,Atlanta Braves,Miami Marlins,6,3,7.0,4.71,1.61,5.5,1.76,4.0,1
824937,Atlanta Braves,Miami Marlins,4,10,6.57,3.0,6.0,5.0,1.48,5.0,0
824938,Atlanta Braves,Cleveland Guardians,13,1,4.86,4.43,6.3,5.0,2.14,3.0,1
824939,Atlanta Braves,Cleveland Guardians,0,6,5.14,4.14,7.2,1.0,1.8,6.0,0
824941,Atlanta Braves,Cleveland Guardians,11,5,6.0,4.0,0.0,8.0,0.0,6.0,1
825004,Athletics,Seattle Mariners,1,4,4.71,4.14,4.24,4.7,4.24,4.7,0
825005,Athletics,Seattle Mariners,2,9,4.57,3.29,4.2,3.3,6.51,5.7,0
825006,Athletics,San Francisco Giants,1,10,4.29,4.57,3.51,3.0,5.5,4.3,0
825007,Athletics,San Francisco Giants,4,6,4.29,4.14,2.11,5.0,2.98,6.0,0
825008,Athletics,St. Louis Cardinals,4,5,5.14,3.14,5.88,3.7,0.5,6.0,0
825009,Athletics,San Francisco Giants,5,2,5.29,4.57,0.56,4.0,5.29,5.3,1
825010,Athletics,St. Louis Cardinals,6,2,4.43,3.71,3.55,4.7,5.03,4.3,1
825011,Athletics,St. Louis Cardinals,4,6,4.86,3.0,4.74,5.7,5.11,4.0,0
825012,Athletics,Cleveland Guardians,5,8,4.14,2.57,3.38,3.7,3.55,4.7,0
825013,Athletics,Cleveland Guardians,7,1,4.0,4.57,5.03,4.0,2.97,7.3,1
825014,Athletics,Cleveland Guardians,6,14,4.29,3.71,5.36,3.7,6.97,3.7,0
825015,Athletics,Kansas City Royals,5,2,4.14,7.14,5.2,5.0,3.77,6.0,1
825016,Athletics,Kansas City Royals,6,3,4.0,6.71,6.32,5.3,7.7,4.3,1
825017,Athletics,Kansas City Royals,1,4,4.57,6.57,4.97,4.0,4.19,5.7,0
825018,Athletics,Chicago White Sox,4,7,3.57,4.57,0.94,6.0,6.59,4.0,0
825019,Athletics,Chicago White Sox,2,9,4.43,2.71,0.88,4.5,1.38,4.5,0
825020,Athletics,Chicago White Sox,7,6,4.14,3.71,2.45,4.0,6.38,7.0,1
825021,Athletics,Texas Rangers,6,5,3.29,4.29,0.0,4.0,4.5,4.0,1
825022,Athletics,Texas Rangers,2,1,3.43,4.43,0.69,6.5,2.45,9.0,1
825023,Athletics,Texas Rangers,6,9,3.71,4.57,6.59,6.5,7.91,5.5,0
825024,Athletics,Texas Rangers,1,8,5.0,3.43,6.67,7.0,7.2,6.0,0
825080,Arizona Diamondbacks,Colorado Rockies,5,4,5.29,3.57,9.51,4.0,5.56,4.7,1
825081,Arizona Diamondbacks,Colorado Rockies,9,1,5.71,3.57,3.12,6.0,3.12,6.0,1
825082,Arizona Diamondbacks,Colorado Rockies,2,3,6.29,3.29,1.55,6.3,6.56,1.3,0
825083,Arizona Diamondbacks,Colorado Rockies,2,1,6.71,3.43,1.78,5.7,5.68,1.7,1
825084,Arizona Diamondbacks,San Francisco Giants,6,3,6.43,3.57,3.58,4.7,5.29,6.3,1
825085,Arizona Diamondbacks,New York Mets,5,1,2.57,4.0,8.74,4.3,3.33,5.0,1
825086,Arizona Diamondbacks,San Francisco Giants,5,3,5.86,4.0,6.14,7.0,2.45,6.3,1
825087,Arizona Diamondbacks,San Francisco Giants,12,2,4.86,5.0,3.87,4.7,9.4,4.0,1
825088,Arizona Diamondbacks,New York Mets,1,3,3.0,4.57,4.14,7.7,4.71,5.0,0
825089,Arizona Diamondbacks,New York Mets,2,1,3.0,4.43,1.41,5.0,12.95,3.7,1
825090,Arizona Diamondbacks,Pittsburgh Pirates,2,4,3.57,5.29,2.84,5.7,6.32,3.0,0
825091,Arizona Diamondbacks,Pittsburgh Pirates,0,1,3.86,6.14,6.6,4.3,1.69,7.0,0
825092,Arizona Diamondbacks,Pittsburgh Pirates,9,0,4.29,6.43,6.0,4.3,6.34,3.7,1
825093,Arizona Diamondbacks,San Diego Padres,4,6,5.86,3.57,3.87,3.7,3.55,3.3,0
825094,Arizona Diamondbacks,San Diego Padres,12,7,5.29,3.71,1.59,5.0,2.48,5.0,1
825096,Arizona Diamondbacks,Chicago White Sox,1,4,6.29,6.57,1.35,4.3,3.66,6.0,0
825097,Arizona Diamondbacks,Chicago White Sox,11,7,5.71,6.29,1.94,3.0,2.5,3.0,1
825098,Arizona Diamondbacks,Toronto Blue Jays,6,2,5.29,4.29,2.25,3.0,2.25,3.0,1
825099,Arizona Diamondbacks,Chicago White Sox,5,11,5.57,5.57,3.53,3.0,3.91,4.0,0
825100,Arizona Diamondbacks,Toronto Blue Jays,4,10,5.43,3.14,5.29,4.0,2.8,6.7,0
825101,Arizona Diamondbacks,Toronto Blue Jays,6,3,5.43,4.43,12.35,3.0,4.41,6.5,1
